year,date,venue,city_state,imageUrl,net_link
2022,2022-05-28,The Wharf Amphitheater,"Orange Beach, AL",,https://phish.net/setlists/phish-may-28-2022-the-wharf-amphitheater-orange-beach-al-usa.html
2022,2022-05-27,The Wharf Amphitheater,"Orange Beach, AL",,https://phish.net/setlists/phish-may-27-2022-the-wharf-amphitheater-orange-beach-al-usa.html
2022,2022-05-27,The Wharf Amphitheater,"Orange Beach, AL",,https://phish.net/setlists/phish-may-27-2022-the-wharf-amphitheater-orange-beach-al-usa.html
2022,2022-05-27,The Wharf Amphitheater,"Orange Beach, AL",,https://phish.net/setlists/phish-may-27-2022-the-wharf-amphitheater-orange-beach-al-usa.html
2022,2022-04-23,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-23-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-23,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-23-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-23,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-23-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-22,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-22-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-22,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-22-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-22,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-22-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-21,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-21-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-21,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-21-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-21,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-21-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-20,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-20-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-20,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-20-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-04-20,Madison Square Garden,"New York, NY",,https://phish.net/setlists/phish-april-20-2022-madison-square-garden-new-york-ny-usa.html
2022,2022-02-27,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-27-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-27,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-27-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-27,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-27-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-26,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-26-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-26,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-26-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-26,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-26-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-25,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-25-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-25,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-25-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-25,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-25-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-24,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-24-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-24,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-24-2022-moon-palace-cancun-quintana-roo-mexico.html
2022,2022-02-24,Moon Palace,"Quintana Roo, Mexico",,https://phish.net/setlists/phish-february-24-2022-moon-palace-cancun-quintana-roo-mexico.html
2021,2021-10-31,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-31-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-31,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-31-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-31,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-31-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-30,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-30-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-30,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-30-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-30,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-30-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-29,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-29-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-29,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-29-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-29,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-29-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-28,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-28-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-28,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-28-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-28,MGM Grand Garden Arena,"Las Vegas, NV",,https://phish.net/setlists/phish-october-28-2021-mgm-grand-garden-arena-las-vegas-nv-usa.html
2021,2021-10-26,Santa Barbara Bowl,"Santa Barbara, CA",,https://phish.net/setlists/phish-october-26-2021-santa-barbara-bowl-santa-barbara-ca-usa.html
2021,2021-10-26,Santa Barbara Bowl,"Santa Barbara, CA",,https://phish.net/setlists/phish-october-26-2021-santa-barbara-bowl-santa-barbara-ca-usa.html
2021,2021-10-26,Santa Barbara Bowl,"Santa Barbara, CA",,https://phish.net/setlists/phish-october-26-2021-santa-barbara-bowl-santa-barbara-ca-usa.html
2021,2021-10-24,The Forum,"Inglewood, CA",,https://phish.net/setlists/phish-october-24-2021-the-forum-inglewood-ca-usa.html
2021,2021-10-24,The Forum,"Inglewood, CA",,https://phish.net/setlists/phish-october-24-2021-the-forum-inglewood-ca-usa.html
2021,2021-10-24,The Forum,"Inglewood, CA",,https://phish.net/setlists/phish-october-24-2021-the-forum-inglewood-ca-usa.html
2021,2021-10-23,North Island Credit Union Amphitheatre,"Chula Vista, CA",,https://phish.net/setlists/phish-october-23-2021-north-island-credit-union-amphitheatre-chula-vista-ca-usa.html
2021,2021-10-23,North Island Credit Union Amphitheatre,"Chula Vista, CA",,https://phish.net/setlists/phish-october-23-2021-north-island-credit-union-amphitheatre-chula-vista-ca-usa.html
2021,2021-10-23,North Island Credit Union Amphitheatre,"Chula Vista, CA",,https://phish.net/setlists/phish-october-23-2021-north-island-credit-union-amphitheatre-chula-vista-ca-usa.html
2021,2021-10-22,Ak-Chin Pavilion,"Phoenix, AZ",,https://phish.net/setlists/phish-october-22-2021-ak-chin-pavilion-phoenix-az-usa.html
2021,2021-10-22,Ak-Chin Pavilion,"Phoenix, AZ",,https://phish.net/setlists/phish-october-22-2021-ak-chin-pavilion-phoenix-az-usa.html
2021,2021-10-22,Ak-Chin Pavilion,"Phoenix, AZ",,https://phish.net/setlists/phish-october-22-2021-ak-chin-pavilion-phoenix-az-usa.html
2021,2021-10-20,Matthew Knight Arena,"Eugene, OR",,https://phish.net/setlists/phish-october-20-2021-matthew-knight-arena-eugene-or-usa.html
2021,2021-10-20,Matthew Knight Arena,"Eugene, OR",,https://phish.net/setlists/phish-october-20-2021-matthew-knight-arena-eugene-or-usa.html
2021,2021-10-20,Matthew Knight Arena,"Eugene, OR",,https://phish.net/setlists/phish-october-20-2021-matthew-knight-arena-eugene-or-usa.html
2021,2021-10-19,Matthew Knight Arena,"Eugene, OR",,https://phish.net/setlists/phish-october-19-2021-matthew-knight-arena-eugene-or-usa.html
2021,2021-10-19,Matthew Knight Arena,"Eugene, OR",,https://phish.net/setlists/phish-october-19-2021-matthew-knight-arena-eugene-or-usa.html
2021,2021-10-19,Matthew Knight Arena,"Eugene, OR",,https://phish.net/setlists/phish-october-19-2021-matthew-knight-arena-eugene-or-usa.html
2021,2021-10-17,Chase Center,"San Francisco, CA",,https://phish.net/setlists/phish-october-17-2021-chase-center-san-francisco-ca-usa.html
2021,2021-10-17,Chase Center,"San Francisco, CA",,https://phish.net/setlists/phish-october-17-2021-chase-center-san-francisco-ca-usa.html
2021,2021-10-17,Chase Center,"San Francisco, CA",,https://phish.net/setlists/phish-october-17-2021-chase-center-san-francisco-ca-usa.html
2021,2021-10-16,Chase Center,"San Francisco, CA",,https://phish.net/setlists/phish-october-16-2021-chase-center-san-francisco-ca-usa.html
2021,2021-10-16,Chase Center,"San Francisco, CA",,https://phish.net/setlists/phish-october-16-2021-chase-center-san-francisco-ca-usa.html
2021,2021-10-16,Chase Center,"San Francisco, CA",,https://phish.net/setlists/phish-october-16-2021-chase-center-san-francisco-ca-usa.html
2021,2021-10-15,Golden 1 Center,"Sacramento, CA",,https://phish.net/setlists/phish-october-15-2021-golden-1-center-sacramento-ca-usa.html
2021,2021-10-15,Golden 1 Center,"Sacramento, CA",,https://phish.net/setlists/phish-october-15-2021-golden-1-center-sacramento-ca-usa.html
2021,2021-10-15,Golden 1 Center,"Sacramento, CA",,https://phish.net/setlists/phish-october-15-2021-golden-1-center-sacramento-ca-usa.html
2021,2021-09-05,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-05-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-05,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-05-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-05,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-05-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-04,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-04-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-04,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-04-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-04,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-04-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-03,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-03-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-03,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-03-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-03,Dick's Sporting Goods Park,"Commerce City, CO",,https://phish.net/setlists/phish-september-03-2021-dicks-sporting-goods-park-commerce-city-co-usa.html
2021,2021-09-01,Shoreline Amphitheatre,"Mountain View, CA",,https://phish.net/setlists/phish-september-01-2021-shoreline-amphitheatre-mountain-view-ca-usa.html
2021,2021-09-01,Shoreline Amphitheatre,"Mountain View, CA",,https://phish.net/setlists/phish-september-01-2021-shoreline-amphitheatre-mountain-view-ca-usa.html
2021,2021-09-01,Shoreline Amphitheatre,"Mountain View, CA",,https://phish.net/setlists/phish-september-01-2021-shoreline-amphitheatre-mountain-view-ca-usa.html
2021,2021-08-31,Shoreline Amphitheatre,"Mountain View, CA",,https://phish.net/setlists/phish-august-31-2021-shoreline-amphitheatre-mountain-view-ca-usa.html
2021,2021-08-31,Shoreline Amphitheatre,"Mountain View, CA",,https://phish.net/setlists/phish-august-31-2021-shoreline-amphitheatre-mountain-view-ca-usa.html
2021,2021-08-31,Shoreline Amphitheatre,"Mountain View, CA",,https://phish.net/setlists/phish-august-31-2021-shoreline-amphitheatre-mountain-view-ca-usa.html
