year,date,venue,city_state,imageUrl,net_link
1990,"April 19, 1990",Boulder Theater,"Boulder, CO",/images/1990-04-19.jpg,https://phish.net/setlists/phish-april-19-1990-boulder-theater-boulder-co-usa.html
1990,"April 21, 1990","Lincoln Center, Canyon West","Fort Collins, CO",/images/1990-04-21.jpg,https://phish.net/setlists/phish-april-21-1990-canyon-west-room-lincoln-center-fort-collins-co-usa.html
1990,"May 4, 1990",The Colonial Theatre,"Keene, NH",/images/1990-05-04.png,https://phish.net/setlists/phish-may-04-1990-the-colonial-theatre-keene-nh-usa.html
1990,"June 16, 1990",Townshend Family Park,"Townshend, VT",/images/1990-06-16.jpg,https://phish.net/setlists/phish-june-16-1990-townshend-family-park-townshend-vt-usa.html
1990,"September 15, 1990",The Colonial Theatre,"Keene, NH",/images/1990-09-15.JPG,https://phish.net/setlists/phish-september-15-1990-the-colonial-theatre-keene-nh-usa.html
1990,"September 21, 1990",Somerville Theatre,"Somerville, MA",/images/1990-09-21.JPG,https://phish.net/setlists/phish-september-21-1990-somerville-theatre-somerville-ma-usa.html
1990,"September 22, 1990",University Of Massachusetts,"Amherst, MA",/images/1990-09-22.jpg,https://phish.net/setlists/phish-september-22-1990-student-union-ballroom-university-of-massachusetts-amherst-ma-usa.html
1990,"October 3, 1990",Thunderbird's,"Portland, ME",/images/1990-10-03.jpg,https://phish.net/setlists/phish-october-03-1990-thunderbirds-portland-me-usa.html
1990,"October 5, 1990",Skidmore College,"Saratoga Springs, NY",/images/1990-10-05.png,https://phish.net/setlists/phish-october-05-1990-skidmore-gymnasium-skidmore-college-saratoga-springs-ny-usa.html
1990,"October 6, 1990",The Capitol Theatre,"Port Chester, NY",/images/1990-10-06.jpg,https://phish.net/setlists/phish-october-06-1990-the-capitol-theatre-port-chester-ny-usa.html
1990,"October 31, 1990",Colorado College,"Colorado Springs, CO",/images/1990-10-31.jpg,https://phish.net/setlists/phish-october-31-1990-armstrong-hall-colorado-college-colorado-springs-co-usa.html
1990,"November 2, 1990",University Of Colorado,"Boulder, CO",/images/1990-11-02.jpg,https://phish.net/setlists/phish-november-02-1990-glenn-miller-ballroom-university-of-colorado-boulder-co-usa.html
1990,"November 4, 1990",Fort Ram,"Fort Collins, CO",/images/1990-11-04.jpg,https://phish.net/setlists/phish-november-04-1990-fort-ram-fort-collins-co-usa.html
1990,"November 15, 1990",University Of Maine,"Orono, ME",/images/1990-11-15.png,https://phish.net/setlists/phish-november-15-1990-lengyel-gym-university-of-maine-orono-me-usa.html
1990,"November 17, 1990",Somerville Theatre,"Somerville, MA",/images/1990-11-17.jpg,https://phish.net/setlists/phish-november-17-1990-somerville-theatre-somerville-ma-usa.html
1990,"November 24, 1990",The Capitol Theatre,"Port Chester, NY",/images/1990-11-24.jpg,https://phish.net/setlists/phish-november-24-1990-the-capitol-theatre-port-chester-ny-usa.html
1990,"November 30, 1990",The Colonial Theatre,"Keene, NH",/images/1990-11-30.png,https://phish.net/setlists/phish-november-30-1990-the-colonial-theatre-keene-nh-usa.html
1990,"December 7, 1990",Hampshire College,"Amherst, MA",/images/1990-12-07.png,https://phish.net/setlists/phish-december-07-1990-robert-crown-center-hampshire-college-amherst-ma-usa.html
1990,"December 8, 1990",The Chance,"Poughkeepsie, NY",/images/1990-12-08.jpg,https://phish.net/setlists/phish-december-08-1990-the-chance-poughkeepsie-ny-usa.html
1990,"December 28, 1990",The Marquee,"New York, NY",/images/1990-12-28.jpg,https://phish.net/setlists/phish-december-28-1990-the-marquee-new-york-ny-usa.html
1990,"December 31, 1990",World Trade Center Exhibition Hall,"Boston, MA",/images/1990-12-31.jpg,https://phish.net/setlists/phish-december-31-1990-boston-world-trade-center-exhibition-hall-boston-ma-usa.html
1991,"February 1, 1991",Brown University,"Providence, RI",/images/1991-02-01.png,https://phish.net/setlists/phish-february-01-1991-alumni-hall-brown-university-providence-ri-usa.html
1991,"February 8, 1991",The Music Hall,"Portsmouth, NH",/images/1991-02-08.jpg,https://phish.net/setlists/phish-february-08-1991-the-music-hall-portsmouth-nh-usa.html
1991,"February 9, 1991",Smith College,"Northampton, MA",/images/1991-02-09.jpg,https://phish.net/setlists/phish-february-09-1991-john-m-greene-hall-smith-college-northampton-ma-usa.html
1991,"February 14, 1991",State Theatre,"Ithaca, NY",/images/1991-02-14.jpg,https://phish.net/setlists/phish-february-14-1991-state-theatre-ithaca-ny-usa.html
1991,"February 15, 1991",The Colonial Theatre,"Keene, NH",/images/1991-02-15.jpg,https://phish.net/setlists/phish-february-15-1991-the-colonial-theatre-keene-nh-usa.html
1991,"February 16, 1991",The Marquee,"New York, NY",/images/1991-02-16.jpg,https://phish.net/setlists/phish-february-16-1991-the-marquee-new-york-ny-usa.html
1991,"February 28, 1991",Vanderbilt University,"Nashville, TN",/images/1991-02-28.JPG,https://phish.net/setlists/phish-february-28-1991-sarratt-student-center-vanderbilt-university-nashville-tn-usa.html
1991,"March 13, 1991",Boulder Theater,"Boulder, CO",/images/1991-03-13.jpg,https://phish.net/setlists/phish-march-13-1991-boulder-theater-boulder-co-usa.html
1991,"March 15, 1991",Gothic Theatre,"Englewood, CO",/images/1991-03-15.jpg,https://phish.net/setlists/phish-march-15-1991-gothic-theatre-englewood-co-usa.html
1991,"April 2, 1991",International Beer Garden,"Arcata, CA",/images/1991-04-02.jpg,https://phish.net/setlists/phish-april-02-1991-international-beer-garden-arcata-ca-usa.html
1991,"April 19, 1991",Nietzsche’s,"Buffalo, NY",/images/1991-04-19.jpg,https://phish.net/setlists/phish-april-19-1991-nietzsches-buffalo-ny-usa.html
1991,"April 20, 1991",Douglass Dining Center,"Rochester, NY",/images/1991-04-20.JPG,https://phish.net/setlists/phish-april-20-1991-douglass-dining-center-university-of-rochester-rochester-ny-usa.html
1991,"April 21, 1991",SUNY,"Potsdam, NY",/images/1991-04-21.jpg,https://phish.net/setlists/phish-april-21-1991-suny-potsdam-potsdam-ny-usa.html
1991,"April 22, 1991",University Of Vermont,"Burlington, VT",/images/1991-04-22.jpg,https://phish.net/setlists/phish-april-22-1991-billings-lounge-university-of-vermont-burlington-vt-usa.html
1991,"April 27, 1991",The Capitol Theatre,"Port Chester, NY",/images/1991-04-27.jpg,https://phish.net/setlists/phish-april-27-1991-the-capitol-theatre-port-chester-ny-usa.html
1991,"May 2, 1991",The Chance,"Poughkeepsie, NY",/images/1991-05-02.jpg,https://phish.net/setlists/phish-may-02-1991-the-chance-poughkeepsie-ny-usa.html
1991,"May 3, 1991",Somerville Theatre,"Somerville, MA",/images/1991-05-03.jpg,https://phish.net/setlists/phish-may-03-1991-somerville-theatre-somerville-ma-usa.html
1991,"May 18, 1991",The Marquee,"New York, NY",/images/1991-05-18.jpg,https://phish.net/setlists/phish-may-18-1991-the-marquee-new-york-ny-usa.html
1991,"July 12, 1991",The Colonial Theatre,"Keene, NH",/images/1991-07-12.JPG,https://phish.net/setlists/phish-july-12-1991-the-colonial-theatre-keene-nh-usa.html
1991,"July 13, 1991",Berkshire Performing Arts Center,"Lenox, MA",/images/1991-07-13.png,https://phish.net/setlists/phish-july-13-1991-berkshire-performing-arts-center-lenox-ma-usa.html
1991,"July 14, 1991",Townshend Family Park,"Townshend, VT",/images/1991-07-14.jpg,https://phish.net/setlists/phish-july-14-1991-townshend-family-park-townshend-vt-usa.html
1991,"July 18, 1991",Hampton Casino Ballroom,"Hampton Beach, NH",/images/1991-07-18.jpg,https://phish.net/setlists/phish-july-18-1991-hampton-casino-ballroom-hampton-beach-nh-usa.html
1991,"July 19, 1991",Somerville Theatre,"Somerville, MA",/images/1991-07-19.png,https://phish.net/setlists/phish-july-19-1991-somerville-theatre-somerville-ma-usa.html
1991,"July 20, 1991",Arrowhead Ranch,"Parksville, NY",/images/1991-07-20.JPG,https://phish.net/setlists/phish-july-20-1991-arrowhead-ranch-parksville-ny-usa.html
1991,"July 21, 1991",Arrowhead Ranch,"Parksville, NY",/images/1991-07-21.JPG,https://phish.net/setlists/phish-july-21-1991-arrowhead-ranch-parksville-ny-usa.html
1991,"September 25, 1991",The Colonial Theatre,"Keene, NH",/images/1991-09-25.jpg,https://phish.net/setlists/phish-september-25-1991-the-colonial-theatre-keene-nh-usa.html
1991,"September 26, 1991",State Theatre,"Ithaca, NY",/images/1991-09-26.jpg,https://phish.net/setlists/phish-september-26-1991-state-theatre-ithaca-ny-usa.html
1991,"September 27, 1991",The Warehouse,"Rochester, NY",/images/1991-09-27.JPG,https://phish.net/setlists/phish-september-27-1991-the-warehouse-rochester-ny-usa.html
1991,"September 28, 1991",The Rink,"Buffalo, NY",/images/1991-09-28.jpg,https://phish.net/setlists/phish-september-28-1991-the-rink-buffalo-ny-usa.html
1991,"September 30, 1991",Ohio University,"Athens, OH",/images/1991-09-30.jpg,https://phish.net/setlists/phish-september-30-1991-the-dugout-lounge-ohio-university-athens-oh-usa.html
1991,"October 2, 1991",The Cubby Bear,"Chicago, IL",/images/1991-10-02.jpg,https://phish.net/setlists/phish-october-02-1991-the-cubby-bear-chicago-il-usa.html
1991,"October 4, 1991",Barrymore Theatre,"Madison, WI",/images/1991-10-04.JPG,https://phish.net/setlists/phish-october-04-1991-barrymore-theatre-madison-wi-usa.html
1991,"October 10, 1991",University Of Oregon,"Eugene, OR",/images/1991-10-10.jpg,https://phish.net/setlists/phish-october-10-1991-emu-ballroom-university-of-oregon-eugene-or-usa.html
1991,"October 13, 1991",North Shore Surf Club,"Olympia, WA",/images/1991-10-13.png,https://phish.net/setlists/phish-october-13-1991-north-shore-surf-club-olympia-wa-usa.html
1991,"October 15, 1991",International Beer Garden,"Arcata, CA",/images/1991-10-15.png,https://phish.net/setlists/phish-october-15-1991-international-beer-garden-arcata-ca-usa.html
1991,"October 19, 1991",The Catalyst,"Santa Cruz, CA",/images/1991-10-19.jpg,https://phish.net/setlists/phish-october-19-1991-the-catalyst-santa-cruz-ca-usa.html
1991,"November 7, 1991",Tipitina's,"New Orleans, LA",/images/1991-11-07.JPG,https://phish.net/setlists/phish-november-07-1991-tipitinas-new-orleans-la-usa.html
1991,"November 16, 1991",The Bayou,"Washington, DC",/images/1991-11-16.jpg,https://phish.net/setlists/phish-november-16-1991-the-bayou-washington-dc-usa.html
1991,"November 20, 1991",Campus Club,"Providence, RI",/images/1991-11-20.JPG,https://phish.net/setlists/phish-november-20-1991-campus-club-providence-ri-usa.html
1991,"November 21, 1991",Somerville Theatre,"Somerville, MA",/images/1991-11-21.jpg,https://phish.net/setlists/phish-november-21-1991-somerville-theatre-somerville-ma-usa.html
1991,"November 22, 1991",University Of Southern Maine,"Portland, ME",/images/1991-11-22.png,https://phish.net/setlists/phish-november-22-1991-sullivan-gymnasium-university-of-southern-maine-portland-me-usa.html
1991,"November 23, 1991",Alumni Hall,"Barre, VT",/images/1991-11-23.jpg,https://phish.net/setlists/phish-november-23-1991-alumni-hall-barre-vt-usa.html
1991,"November 24, 1991",Dartmouth College,"Hanover, NH",/images/1991-11-24.jpg,https://phish.net/setlists/phish-november-24-1991-webster-hall-dartmouth-college-hanover-nh-usa.html
1991,"November 30, 1991",The Capitol Theatre,"Port Chester, NY",/images/1991-11-30.jpg,https://phish.net/setlists/phish-november-30-1991-the-capitol-theatre-port-chester-ny-usa.html
1991,"December 4, 1991",SUNY,"Plattsburgh, NY",/images/1991-12-04.JPG,https://phish.net/setlists/phish-december-04-1991-e-glenn-giltz-auditorium-suny-plattsburgh-plattsburgh-ny-usa.html
1991,"December 7, 1991",The Music Hall,"Portsmouth, NH",/images/1991-12-07.jpg,https://phish.net/setlists/phish-december-07-1991-the-music-hall-portsmouth-nh-usa.html
1991,"December 31, 1991",Worcester Memorial Auditorium,"Worcester, MA",/images/1991-12-31.png,https://phish.net/setlists/phish-december-31-1991-worcester-memorial-auditorium-worcester-ma-usa.html
1992,"March 6, 1992",The Music Hall,"Portsmouth, NH",/images/1992-03-06.jpg,https://phish.net/setlists/phish-march-06-1992-the-music-hall-portsmouth-nh-usa.html
1992,"March 7, 1992",The Music Hall,"Portsmouth, NH",/images/1992-03-07.jpg,https://phish.net/setlists/phish-march-07-1992-the-music-hall-portsmouth-nh-usa.html
1992,"March 12, 1992",The Flynn Theatre,"Burlington, VT",/images/1992-03-12.jpg,https://phish.net/setlists/phish-march-12-1992-the-flynn-theatre-burlington-vt-usa.html
1992,"March 14, 1992",Roseland Ballroom,"New York, NY",/images/1992-03-14.jpg,https://phish.net/setlists/phish-march-14-1992-roseland-ballroom-new-york-ny-usa.html
1992,"March 17, 1992",Lisner Auditorium,"Washington, DC",/images/1992-03-17.jpg,https://phish.net/setlists/phish-march-17-1992-lisner-auditorium-george-washington-university-washington-dc-usa.html
1992,"March 19, 1992",Palace Theatre,"New Haven, CT",/images/1992-03-19.jpg,https://phish.net/setlists/phish-march-19-1992-palace-theatre-new-haven-ct-usa.html
1992,"March 20, 1992",Broome County Forum,"Binghamton, NY",/images/1992-03-20.jpg,https://phish.net/setlists/phish-march-20-1992-broome-county-forum-binghamton-ny-usa.html
1992,"March 21, 1992",Chestnut Cabaret,"Philadelphia, PA",/images/1992-03-21.jpg,https://phish.net/setlists/phish-march-21-1992-chestnut-cabaret-philadelphia-pa-usa.html
1992,"March 26, 1992",Ziggy's,"Winston-Salem, NC",/images/1992-03-26.JPG,https://phish.net/setlists/phish-march-26-1992-ziggys-winston-salem-nc-usa.html
1992,"March 28, 1992",Variety Playhouse,"Atlanta, GA",/images/1992-03-28.jpg,https://phish.net/setlists/phish-march-28-1992-variety-playhouse-atlanta-ga-usa.html
1992,"March 30, 1992",Mississippi Nights,"St. Louis, MO",/images/1992-03-30.JPG,https://phish.net/setlists/phish-march-30-1992-mississippi-nights-st-louis-mo-usa.html
1992,"March 31, 1992",The Blue Note,"Columbia, MO",/images/1992-03-31.png,https://phish.net/setlists/phish-march-31-1992-the-blue-note-columbia-mo-usa.html
1992,"April 3, 1992",Beaver Creek,"Avon, CO",/images/1992-04-03.jpg,https://phish.net/setlists/phish-april-03-1992-sawatch-hall-park-hyatt-beaver-creek-avon-co-usa.html
1992,"April 6, 1992",Western State College,"Gunnison, CO",/images/1992-04-06.jpg,https://phish.net/setlists/phish-april-06-1992-paul-wright-gym-western-state-college-gunnison-co-usa.html
1992,"April 12, 1992",University Of Arizona,"Tucson, AZ",/images/1992-04-12.jpg,https://phish.net/setlists/phish-april-12-1992-arizona-ballroom-university-of-arizona-student-union-tucson-az-usa.html
1992,"April 13, 1992",After The Gold Rush,"Tempe, AZ",/images/1992-04-13.jpg,https://phish.net/setlists/phish-april-13-1992-after-the-gold-rush-tempe-az-usa.html
1992,"April 15, 1992",Variety Arts Center,"Los Angeles, CA",/images/1992-04-15.jpg,https://phish.net/setlists/phish-april-15-1992-variety-arts-center-los-angeles-ca-usa.html
1992,"April 17, 1992",Warfield Theatre,"San Francisco, CA",/images/1992-04-17.png,https://phish.net/setlists/phish-april-17-1992-warfield-theatre-san-francisco-ca-usa.html
1992,"April 21, 1992",Redwood Acres Fairgrounds,"Eureka, CA",/images/1992-04-21.jpg,https://phish.net/setlists/phish-april-21-1992-redwood-acres-fairgrounds-eureka-ca-usa.html
1992,"April 23, 1992",Oz Nightclub,"Seattle, WA",/images/1992-04-23.png,https://phish.net/setlists/phish-april-23-1992-oz-nightclub-seattle-wa-usa.html
1992,"April 24, 1992",Roseland Theater,"Portland, OR",/images/1992-04-24.JPG,https://phish.net/setlists/phish-april-24-1992-roseland-theater-portland-or-usa.html
1992,"April 29, 1992",First Avenue,"Minneapolis, MN",/images/1992-04-29.jpg,https://phish.net/setlists/phish-april-29-1992-first-avenue-minneapolis-mn-usa.html
1992,"May 2, 1992",Cabaret Metro,"Chicago, IL",/images/1992-05-02.jpg,https://phish.net/setlists/phish-may-02-1992-cabaret-metro-chicago-il-usa.html
1992,"May 3, 1992",Michigan State University Union Ballroom East,"Lansing, MI",/images/1992-05-03.JPG,https://phish.net/setlists/phish-may-03-1992-michigan-state-university-union-ballroom-east-lansing-mi-usa.html
1992,"May 6, 1992",St. Andrew's Hall,"Detroit, MI",/images/1992-05-06.jpg,https://phish.net/setlists/phish-may-06-1992-st-andrews-hall-detroit-mi-usa.html
1992,"May 8, 1992",The Riviera Theatre North,"Tonawanda, NY",/images/1992-05-08.jpg,https://phish.net/setlists/phish-may-08-1992-the-riviera-theatre-north-tonawanda-ny-usa.html
1992,"May 9, 1992",The Armory,"Syracuse, NY",/images/1992-05-09.jpg,https://phish.net/setlists/phish-may-09-1992-the-syracuse-armory-syracuse-ny-usa.html
1992,"May 14, 1992",The Capitol Theatre,"Port Chester, NY",/images/1992-05-14.png,https://phish.net/setlists/phish-may-14-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,"May 16, 1992",The Orpheum Theatre,"Boston, MA",/images/1992-05-16.JPG,https://phish.net/setlists/phish-may-16-1992-the-orpheum-theatre-boston-ma-usa.html
1992,"May 17, 1992","Achilles Rink, Union College","Schenectady, NY",/images/1992-05-17.png,https://phish.net/setlists/phish-may-17-1992-achilles-rink-union-college-schenectady-ny-usa.html
1992,"May 18, 1992",The Flynn Theatre,"Burlington, VT",/images/1992-05-18.png,https://phish.net/setlists/phish-may-18-1992-the-flynn-theatre-burlington-vt-usa.html
1992,"June 20, 1992",Waldbuhne,"Northheim, Germany",/images/1992-06-20.JPG,https://phish.net/setlists/phish-june-20-1992-waldbuhne-northeim-germany.html
1992,"June 30, 1992",Elysee,"Montmartre, Paris",/images/1992-06-30.jpg,https://phish.net/setlists/phish-june-30-1992-elysee-montmartre-paris-france.html
1992,"July 3, 1992",Brixton Academy,"London, England",/images/1992-07-03.jpg,https://phish.net/setlists/phish-july-03-1992-brixton-academy-london-england.html
1992,"July 9, 1992",Cumberland County Civic Center,"Portland, ME",,https://phish.net/setlists/phish-july-09-1992-cumberland-county-civic-center-portland-me-usa.html
1992,"July 10, 1992",Empire Court,"Syracuse, NY",/images/1992-07-10.jpg,https://phish.net/setlists/phish-july-10-1992-empire-court-syracuse-ny-usa.html
1992,"July 11, 1992",Garden State Arts Center,"Holmdel, NJ",/images/1992-07-11.jpg,https://phish.net/setlists/phish-july-11-1992-garden-state-arts-center-holmdel-nj-usa.html
1992,"July 12, 1992",Jones Beach Amphitheater,"Wantagh, NY",/images/1992-07-12.jpg,https://phish.net/setlists/phish-july-12-1992-jones-beach-amphitheater-wantagh-ny-usa.html
1992,"July 14, 1992",The Boathouse,"Norfolk, VA",/images/1992-07-14.JPG,https://phish.net/setlists/phish-july-14-1992-the-boathouse-norfolk-va-usa.html
1992,"July 17, 1992",Merriweather Post Pavilion,"Columbia, MD",/images/1992-07-17.jpg,https://phish.net/setlists/phish-july-17-1992-merriweather-post-pavilion-columbia-md-usa.html
1992,"July 18, 1992",The Mann Music Center,"Philadelphia, PA",/images/1992-07-18.JPG,https://phish.net/setlists/phish-july-18-1992-the-mann-center-for-the-performing-arts-philadelphia-pa-usa.html
1992,"July 19, 1992",Garden State Arts Center,"Holmdel, NJ",/images/1992-07-19.png,https://phish.net/setlists/phish-july-19-1992-garden-state-arts-center-holmdel-nj-usa.html
1992,"July 21, 1992",Great Woods,"Mansfield, MA",/images/1992-07-21.png,https://phish.net/setlists/phish-july-21-1992-great-woods-center-for-the-performing-arts-mansfield-ma-usa.html
1992,"July 22, 1992",Holman Stadium,"Nashua, NH",/images/1992-07-22.jpg,https://phish.net/setlists/phish-july-22-1992-holman-stadium-nashua-nh-usa.html
1992,"July 24, 1992",Jones Beach Amphitheater,"Wantagh, NY",/images/1992-07-24.jpg,https://phish.net/setlists/phish-july-24-1992-jones-beach-amphitheater-wantagh-ny-usa.html
1992,"July 25, 1992",Stowe Performing Arts Center,"Stowe, VT",/images/1992-07-25.png,https://phish.net/setlists/phish-july-25-1992-stowe-performing-arts-center-stowe-vt-usa.html
1992,"July 26, 1992",Big Birch Concert Pavilion,"Patterson, NY",/images/1992-07-26.JPG,https://phish.net/setlists/phish-july-26-1992-big-birch-concert-pavilion-patterson-ny-usa.html
1992,"July 27, 1992",Saratoga Performing Arts Center Saratoga,"Springs, NY",/images/1992-07-27.jpg,https://phish.net/setlists/phish-july-27-1992-saratoga-performing-arts-center-saratoga-springs-ny-usa.html
1992,"July 28, 1992",Finger Lakes Performing Arts Center,"Canandaigua, NY",/images/1992-07-28.jpg,https://phish.net/setlists/phish-july-28-1992-finger-lakes-performing-arts-center-canandaigua-ny-usa.html
1992,"July 30, 1992",Meadow Brook Music Festival,"Rochester Hills, MI",/images/1992-07-30.jpg,https://phish.net/setlists/phish-july-30-1992-meadow-brook-music-festival-rochester-hills-mi-usa.html
1992,"July 31, 1992",Blossom Music Center,"Cuyahoga Falls, OH",/images/1992-07-31.JPG,https://phish.net/setlists/phish-july-31-1992-blossom-music-center-cuyahoga-falls-oh-usa.html
1992,"August 1, 1992",Poplar Creek,"Hoffman Estates, IL",/images/1992-08-01.png,https://phish.net/setlists/phish-august-01-1992-poplar-creek-music-center-hoffman-estates-il-usa.html
1992,"August 2, 1992",Riverport Amphitheater,"Maryland Heights, MO",/images/1992-08-02.png,https://phish.net/setlists/phish-august-02-1992-riverport-amphitheater-maryland-heights-mo-usa.html
1992,"August 13, 1992",Greek Theatre,"Los Angeles, CA",/images/1992-08-13.jpg,https://phish.net/setlists/phish-august-13-1992-greek-theatre-los-angeles-ca-usa.html
1992,"August 14, 1992",Greek Theatre,"Los Angeles, CA",/images/1992-08-14.jpg,https://phish.net/setlists/phish-august-14-1992-greek-theatre-los-angeles-ca-usa.html
1992,"August 15, 1992",Greek Theatre,"Los Angeles, CA",/images/1992-08-15.jpg,https://phish.net/setlists/phish-august-15-1992-greek-theatre-los-angeles-ca-usa.html
1992,"August 17, 1992",The Coach House,"San Juan Capistrano, CA",/images/1992-08-17.jpg,https://phish.net/setlists/phish-august-17-1992-the-coach-house-san-juan-capistrano-ca-usa.html
1992,"August 23, 1992",Colorado State Fair,"Pueblo, CO",/images/1992-08-23.jpg,https://phish.net/setlists/phish-august-23-1992-colorado-state-fair-pueblo-state-fairgrounds-pueblo-co-usa.html
1992,"August 24, 1992",Gerald Ford Amphitheater,"Vail, CO",/images/1992-08-24.jpg,https://phish.net/setlists/phish-august-24-1992-gerald-ford-amphitheater-vail-co-usa.html
1992,"August 28, 1992",Concord Pavilion,"Concord, CA",/images/1992-08-28.png,https://phish.net/setlists/phish-august-28-1992-concord-pavilion-concord-ca-usa.html
1992,"August 29, 1992",Shoreline Amphitheatre,"Mountain View, CA",/images/1992-08-29.jpg,https://phish.net/setlists/phish-august-29-1992-shoreline-amphitheatre-mountain-view-ca-usa.html
1992,"August 30, 1992",Cal Expo Amphitheater,"Sacramento, CA",/images/1992-08-30.jpg,https://phish.net/setlists/phish-august-30-1992-cal-expo-amphitheater-sacramento-ca-usa.html
1992,"October 30, 1992",Boston Garden,"Boston, MA",/images/1992-10-30.jpg,https://phish.net/setlists/phish-october-30-1992-boston-garden-boston-ma-usa.html
1992,"November 20, 1992",Palace Theatre,"Albany, NY",/images/1992-11-20.png,https://phish.net/setlists/phish-november-20-1992-palace-theatre-albany-ny-usa.html
1992,"November 21, 1992","SB Sports Complex, SUNY","Stony Brook, NY",/images/1992-11-21.JPG,https://phish.net/setlists/phish-november-21-1992-pritchard-gym-sb-sports-complex-suny-stony-brook-stony-brook-ny-usa.html
1992,"November 22, 1992","Bailey Hall, Cornell University","Ithaca, NY",/images/1992-11-22.jpg,https://phish.net/setlists/phish-november-22-1992-bailey-hall-cornell-university-ithaca-ny-usa.html
1992,"November 23, 1992",Broome County Forum,"Binghamton, NY",/images/1992-11-23.jpg,https://phish.net/setlists/phish-november-23-1992-broome-county-forum-binghamton-ny-usa.html
1992,"November 25, 1992",Keswick Theatre,"Glenside, PA",/images/1992-11-25.png,https://phish.net/setlists/phish-november-25-1992-keswick-theatre-glenside-pa-usa.html
1992,"November 27, 1992",The Capitol Theatre,"Port Chester, NY",/images/1992-11-27.png,https://phish.net/setlists/phish-november-27-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,"November 28, 1992",The Capitol Theatre,"Port Chester, NY",/images/1992-11-28.png,https://phish.net/setlists/phish-november-28-1992-the-capitol-theatre-port-chester-ny-usa.html
1992,"December 2, 1992",Newport Music Hall,"Columbus, OH",/images/1992-12-02.jpg,https://phish.net/setlists/phish-december-02-1992-newport-music-hall-columbus-oh-usa.html
1992,"December 3, 1992",Bogart's,"Cincinnati, OH",,https://phish.net/setlists/phish-december-03-1992-bogarts-cincinnati-oh-usa.html
1992,"December 4, 1992",Mississippi Nights,"St. Louis, MO",/images/1992-12-04.jpg,https://phish.net/setlists/phish-december-04-1992-mississippi-nights-st-louis-mo-usa.html
1992,"December 6, 1992",The Vic Theatre,"Chicago, IL",/images/1992-12-06.jpg,https://phish.net/setlists/phish-december-06-1992-the-vic-theatre-chicago-il-usa.html
1992,"December 7, 1992",First Avenue,"Minneapolis, MN",/images/1992-12-07.JPG,https://phish.net/setlists/phish-december-07-1992-first-avenue-minneapolis-mn-usa.html
