year,date,venue,city_state,imageurl,net_link
1989,1989-12-31,World Trade Center Exhibition Hall,"Boston, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1989-12-31.jpg,https://phish.net/setlists/phish-december-31-1989-boston-world-trade-center-exhibition-hall-boston-ma-usa.html
1990,1990-02-16,The Paradise,"Boston, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-02-16.jpg,https://phish.net/setlists/phish-february-16-1990-the-paradise-boston-ma-usa.html
1990,1990-02-17,University Of Massachusetts,"Amherst, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-02-17.jpg,https://phish.net/setlists/phish-february-17-1990-student-union-ballroom-university-of-massachusetts-amherst-ma-usa.html
1990,1990-03-02,The Chance,"Poughkeepsie, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-03-02.jpg,https://phish.net/setlists/phish-march-02-1990-the-chance-poughkeepsie-ny-usa.html
1990,1990-03-07,University Of New Hampshire,"Durham, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-03-07.jpg,https://phish.net/setlists/phish-march-07-1990-field-house-university-of-new-hampshire-durham-nh-usa.html
1990,1990-03-08,Aiko's,"Saratoga Springs, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-03-08.jpg,https://phish.net/setlists/phish-march-08-1990-aikos-saratoga-springs-ny-usa.html
1990,1990-04-19,Boulder Theater,"Boulder, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-04-19.jpg,https://phish.net/setlists/phish-april-19-1990-boulder-theater-boulder-co-usa.html
1990,1990-04-21,"Lincoln Center, Canyon West","Fort Collins, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-04-21.jpg,https://phish.net/setlists/phish-april-21-1990-canyon-west-room-lincoln-center-fort-collins-co-usa.html
1990,1990-05-04,The Colonial Theatre,"Keene, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-05-04.jpg,https://phish.net/setlists/phish-may-04-1990-the-colonial-theatre-keene-nh-usa.html
1990,1990-06-16,Townshend Family Park,"Townshend, VT",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-06-16.jpg,https://phish.net/setlists/phish-june-16-1990-townshend-family-park-townshend-vt-usa.html
1990,1990-09-15,The Colonial Theatre,"Keene, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-09-15.jpg,https://phish.net/setlists/phish-september-15-1990-the-colonial-theatre-keene-nh-usa.html
1990,1990-09-21,Somerville Theatre,"Somerville, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-09-21.jpg,https://phish.net/setlists/phish-september-21-1990-somerville-theatre-somerville-ma-usa.html
1990,1990-09-22,University Of Massachusetts,"Amherst, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-09-22.jpg,https://phish.net/setlists/phish-september-22-1990-student-union-ballroom-university-of-massachusetts-amherst-ma-usa.html
1990,1990-10-03,Thunderbird's,"Portland, ME",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-10-03.jpg,https://phish.net/setlists/phish-october-03-1990-thunderbirds-portland-me-usa.html
1990,1990-10-05,Skidmore College,"Saratoga Springs, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-10-05.jpg,https://phish.net/setlists/phish-october-05-1990-skidmore-gymnasium-skidmore-college-saratoga-springs-ny-usa.html
1990,1990-10-06,The Capitol Theatre,"Port Chester, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-10-06.jpg,https://phish.net/setlists/phish-october-06-1990-the-capitol-theatre-port-chester-ny-usa.html
1990,1990-10-31,Colorado College,"Colorado Springs, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-10-31.jpg,https://phish.net/setlists/phish-october-31-1990-armstrong-hall-colorado-college-colorado-springs-co-usa.html
1990,1990-11-02,University Of Colorado,"Boulder, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-11-02.jpg,https://phish.net/setlists/phish-november-02-1990-glenn-miller-ballroom-university-of-colorado-boulder-co-usa.html
1990,1990-11-04,Fort Ram,"Fort Collins, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-11-04.jpg,https://phish.net/setlists/phish-november-04-1990-fort-ram-fort-collins-co-usa.html
1990,1990-11-15,University Of Maine,"Orono, ME",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-11-15.jpg,https://phish.net/setlists/phish-november-15-1990-lengyel-gym-university-of-maine-orono-me-usa.html
1990,1990-11-17,Somerville Theatre,"Somerville, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-11-17.jpg,https://phish.net/setlists/phish-november-17-1990-somerville-theatre-somerville-ma-usa.html
1990,1990-11-24,The Capitol Theatre,"Port Chester, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-11-24.jpg,https://phish.net/setlists/phish-november-24-1990-the-capitol-theatre-port-chester-ny-usa.html
1990,1990-11-30,The Colonial Theatre,"Keene, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-11-30.jpg,https://phish.net/setlists/phish-november-30-1990-the-colonial-theatre-keene-nh-usa.html
1990,1990-12-07,Hampshire College,"Amherst, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-12-07.jpg,https://phish.net/setlists/phish-december-07-1990-robert-crown-center-hampshire-college-amherst-ma-usa.html
1990,1990-12-08,The Chance,"Poughkeepsie, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-12-08.jpg,https://phish.net/setlists/phish-december-08-1990-the-chance-poughkeepsie-ny-usa.html
1990,1990-12-28,The Marquee,"New York, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-12-28.jpg,https://phish.net/setlists/phish-december-28-1990-the-marquee-new-york-ny-usa.html
1990,1990-12-31,World Trade Center Exhibition Hall,"Boston, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1990-12-31.jpg,https://phish.net/setlists/phish-december-31-1990-boston-world-trade-center-exhibition-hall-boston-ma-usa.html
1991,1991-02-01,Brown University,"Providence, RI",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-02-01.jpg,https://phish.net/setlists/phish-february-01-1991-alumni-hall-brown-university-providence-ri-usa.html
1991,1991-02-08,The Music Hall,"Portsmouth, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-02-08.jpg,https://phish.net/setlists/phish-february-08-1991-the-music-hall-portsmouth-nh-usa.html
1991,1991-02-09,Smith College,"Northampton, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-02-09.jpg,https://phish.net/setlists/phish-february-09-1991-john-m-greene-hall-smith-college-northampton-ma-usa.html
1991,1991-02-14,State Theatre,"Ithaca, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-02-14.jpg,https://phish.net/setlists/phish-february-14-1991-state-theatre-ithaca-ny-usa.html
1991,1991-02-15,The Colonial Theatre,"Keene, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-02-15.jpg,https://phish.net/setlists/phish-february-15-1991-the-colonial-theatre-keene-nh-usa.html
1991,1991-02-16,The Marquee,"New York, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-02-16.jpg,https://phish.net/setlists/phish-february-16-1991-the-marquee-new-york-ny-usa.html
1991,1991-02-28,Vanderbilt University,"Nashville, TN",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-02-28.jpg,https://phish.net/setlists/phish-february-28-1991-sarratt-student-center-vanderbilt-university-nashville-tn-usa.html
1991,1991-03-13,Boulder Theater,"Boulder, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-03-13.jpg,https://phish.net/setlists/phish-march-13-1991-boulder-theater-boulder-co-usa.html
1991,1991-03-15,Gothic Theatre,"Englewood, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-03-15.jpg,https://phish.net/setlists/phish-march-15-1991-gothic-theatre-englewood-co-usa.html
1991,1991-04-02,International Beer Garden,"Arcata, CA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-04-02.jpg,https://phish.net/setlists/phish-april-02-1991-international-beer-garden-arcata-ca-usa.html
1991,1991-04-19,Nietzsche’s,"Buffalo, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-04-19.jpg,https://phish.net/setlists/phish-april-19-1991-nietzsches-buffalo-ny-usa.html
1991,1991-04-20,Douglass Dining Center,"Rochester, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-04-20.jpg,https://phish.net/setlists/phish-april-20-1991-douglass-dining-center-university-of-rochester-rochester-ny-usa.html
1991,1991-04-21,SUNY,"Potsdam, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-04-21.jpg,https://phish.net/setlists/phish-april-21-1991-suny-potsdam-potsdam-ny-usa.html
1991,1991-04-22,University Of Vermont,"Burlington, VT",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-04-22.jpg,https://phish.net/setlists/phish-april-22-1991-billings-lounge-university-of-vermont-burlington-vt-usa.html
1991,1991-04-27,The Capitol Theatre,"Port Chester, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-04-27.jpg,https://phish.net/setlists/phish-april-27-1991-the-capitol-theatre-port-chester-ny-usa.html
1991,1991-05-02,The Chance,"Poughkeepsie, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-05-02.jpg,https://phish.net/setlists/phish-may-02-1991-the-chance-poughkeepsie-ny-usa.html
1991,1991-05-03,Somerville Theatre,"Somerville, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-05-03.jpg,https://phish.net/setlists/phish-may-03-1991-somerville-theatre-somerville-ma-usa.html
1991,1991-05-18,The Marquee,"New York, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-05-18.jpg,https://phish.net/setlists/phish-may-18-1991-the-marquee-new-york-ny-usa.html
1991,1991-07-12,The Colonial Theatre,"Keene, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-07-12.jpg,https://phish.net/setlists/phish-july-12-1991-the-colonial-theatre-keene-nh-usa.html
1991,1991-07-13,Berkshire Performing Arts Center,"Lenox, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-07-13.jpg,https://phish.net/setlists/phish-july-13-1991-berkshire-performing-arts-center-lenox-ma-usa.html
1991,1991-07-14,Townshend Family Park,"Townshend, VT",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-07-14.jpg,https://phish.net/setlists/phish-july-14-1991-townshend-family-park-townshend-vt-usa.html
1991,1991-07-18,Hampton Casino Ballroom,"Hampton Beach, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-07-18.jpg,https://phish.net/setlists/phish-july-18-1991-hampton-casino-ballroom-hampton-beach-nh-usa.html
1991,1991-07-19,Somerville Theatre,"Somerville, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-07-19.jpg,https://phish.net/setlists/phish-july-19-1991-somerville-theatre-somerville-ma-usa.html
1991,1991-07-20,Arrowhead Ranch,"Parksville, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-07-20.jpg,https://phish.net/setlists/phish-july-20-1991-arrowhead-ranch-parksville-ny-usa.html
1991,1991-07-21,Arrowhead Ranch,"Parksville, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-07-21.jpg,https://phish.net/setlists/phish-july-21-1991-arrowhead-ranch-parksville-ny-usa.html
1991,1991-09-25,The Colonial Theatre,"Keene, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-09-25.jpg,https://phish.net/setlists/phish-september-25-1991-the-colonial-theatre-keene-nh-usa.html
1991,1991-09-26,State Theatre,"Ithaca, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-09-26.jpg,https://phish.net/setlists/phish-september-26-1991-state-theatre-ithaca-ny-usa.html
1991,1991-09-27,The Warehouse,"Rochester, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-09-27.jpg,https://phish.net/setlists/phish-september-27-1991-the-warehouse-rochester-ny-usa.html
1991,1991-09-28,The Rink,"Buffalo, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-09-28.jpg,https://phish.net/setlists/phish-september-28-1991-the-rink-buffalo-ny-usa.html
1991,1991-09-30,Ohio University,"Athens, OH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-09-30.jpg,https://phish.net/setlists/phish-september-30-1991-the-dugout-lounge-ohio-university-athens-oh-usa.html
1991,1991-10-02,The Cubby Bear,"Chicago, IL",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-10-02.jpg,https://phish.net/setlists/phish-october-02-1991-the-cubby-bear-chicago-il-usa.html
1991,1991-10-04,Barrymore Theatre,"Madison, WI",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-10-04.jpg,https://phish.net/setlists/phish-october-04-1991-barrymore-theatre-madison-wi-usa.html
1991,1991-10-10,University Of Oregon,"Eugene, OR",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-10-10.jpg,https://phish.net/setlists/phish-october-10-1991-emu-ballroom-university-of-oregon-eugene-or-usa.html
1991,1991-10-13,North Shore Surf Club,"Olympia, WA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-10-13.jpg,https://phish.net/setlists/phish-october-13-1991-north-shore-surf-club-olympia-wa-usa.html
1991,1991-10-15,International Beer Garden,"Arcata, CA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-10-15.jpg,https://phish.net/setlists/phish-october-15-1991-international-beer-garden-arcata-ca-usa.html
1991,1991-10-19,The Catalyst,"Santa Cruz, CA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-10-19.jpg,https://phish.net/setlists/phish-october-19-1991-the-catalyst-santa-cruz-ca-usa.html
1991,1991-11-07,Tipitina's,"New Orleans, LA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-07.jpg,https://phish.net/setlists/phish-november-07-1991-tipitinas-new-orleans-la-usa.html
1991,1991-11-16,The Bayou,"Washington, DC",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-16.jpg,https://phish.net/setlists/phish-november-16-1991-the-bayou-washington-dc-usa.html
1991,1991-11-20,Campus Club,"Providence, RI",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-20.jpg,https://phish.net/setlists/phish-november-20-1991-campus-club-providence-ri-usa.html
1991,1991-11-21,Somerville Theatre,"Somerville, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-21.jpg,https://phish.net/setlists/phish-november-21-1991-somerville-theatre-somerville-ma-usa.html
1991,1991-11-22,University Of Southern Maine,"Portland, ME",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-22.jpg,https://phish.net/setlists/phish-november-22-1991-sullivan-gymnasium-university-of-southern-maine-portland-me-usa.html
1991,1991-11-23,Alumni Hall,"Barre, VT",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-23.jpg,https://phish.net/setlists/phish-november-23-1991-alumni-hall-barre-vt-usa.html
1991,1991-11-24,Dartmouth College,"Hanover, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-24.jpg,https://phish.net/setlists/phish-november-24-1991-webster-hall-dartmouth-college-hanover-nh-usa.html
1991,1991-11-30,The Capitol Theatre,"Port Chester, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-11-30.jpg,https://phish.net/setlists/phish-november-30-1991-the-capitol-theatre-port-chester-ny-usa.html
1991,1991-12-04,SUNY,"Plattsburgh, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-12-04.jpg,https://phish.net/setlists/phish-december-04-1991-e-glenn-giltz-auditorium-suny-plattsburgh-plattsburgh-ny-usa.html
1991,1991-12-07,The Music Hall,"Portsmouth, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-12-07.jpg,https://phish.net/setlists/phish-december-07-1991-the-music-hall-portsmouth-nh-usa.html
1991,1991-12-31,Worcester Memorial Auditorium,"Worcester, MA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1991-12-31.jpg,https://phish.net/setlists/phish-december-31-1991-worcester-memorial-auditorium-worcester-ma-usa.html
1992,1992-03-06,The Music Hall,"Portsmouth, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-06.jpg,https://phish.net/setlists/phish-march-06-1992-the-music-hall-portsmouth-nh-usa.html
1992,1992-03-07,The Music Hall,"Portsmouth, NH",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-07.jpg,https://phish.net/setlists/phish-march-07-1992-the-music-hall-portsmouth-nh-usa.html
1992,1992-03-12,The Flynn Theatre,"Burlington, VT",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-12.jpg,https://phish.net/setlists/phish-march-12-1992-the-flynn-theatre-burlington-vt-usa.html
1992,1992-03-14,Roseland Ballroom,"New York, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-14.jpg,https://phish.net/setlists/phish-march-14-1992-roseland-ballroom-new-york-ny-usa.html
1992,1992-03-17,Lisner Auditorium,"Washington, DC",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-17.jpg,https://phish.net/setlists/phish-march-17-1992-lisner-auditorium-george-washington-university-washington-dc-usa.html
1992,1992-03-19,Palace Theatre,"New Haven, CT",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-19.jpg,https://phish.net/setlists/phish-march-19-1992-palace-theatre-new-haven-ct-usa.html
1992,1992-03-20,Broome County Forum,"Binghamton, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-20.jpg,https://phish.net/setlists/phish-march-20-1992-broome-county-forum-binghamton-ny-usa.html
1992,1992-03-21,Chestnut Cabaret,"Philadelphia, PA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-21.jpg,https://phish.net/setlists/phish-march-21-1992-chestnut-cabaret-philadelphia-pa-usa.html
1992,1992-03-26,Ziggy's,"Winston-Salem, NC",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-26.jpg,https://phish.net/setlists/phish-march-26-1992-ziggys-winston-salem-nc-usa.html
1992,1992-03-28,Variety Playhouse,"Atlanta, GA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-28.jpg,https://phish.net/setlists/phish-march-28-1992-variety-playhouse-atlanta-ga-usa.html
1992,1992-03-30,Mississippi Nights,"St. Louis, MO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-30.jpg,https://phish.net/setlists/phish-march-30-1992-mississippi-nights-st-louis-mo-usa.html
1992,1992-03-31,The Blue Note,"Columbia, MO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-03-31.jpg,https://phish.net/setlists/phish-march-31-1992-the-blue-note-columbia-mo-usa.html
1992,1992-04-03,Beaver Creek,"Avon, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-03.jpg,https://phish.net/setlists/phish-april-03-1992-sawatch-hall-park-hyatt-beaver-creek-avon-co-usa.html
1992,1992-04-06,Western State College,"Gunnison, CO",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-06.jpg,https://phish.net/setlists/phish-april-06-1992-paul-wright-gym-western-state-college-gunnison-co-usa.html
1992,1992-04-12,University Of Arizona,"Tucson, AZ",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-12.jpg,https://phish.net/setlists/phish-april-12-1992-arizona-ballroom-university-of-arizona-student-union-tucson-az-usa.html
1992,1992-04-13,After The Gold Rush,"Tempe, AZ",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-13.jpg,https://phish.net/setlists/phish-april-13-1992-after-the-gold-rush-tempe-az-usa.html
1992,1992-04-15,Variety Arts Center,"Los Angeles, CA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-15.jpg,https://phish.net/setlists/phish-april-15-1992-variety-arts-center-los-angeles-ca-usa.html
1992,1992-04-17,Warfield Theatre,"San Francisco, CA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-17.jpg,https://phish.net/setlists/phish-april-17-1992-warfield-theatre-san-francisco-ca-usa.html
1992,1992-04-21,Redwood Acres Fairgrounds,"Eureka, CA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-21.jpg,https://phish.net/setlists/phish-april-21-1992-redwood-acres-fairgrounds-eureka-ca-usa.html
1992,1992-04-23,Oz Nightclub,"Seattle, WA",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-23.jpg,https://phish.net/setlists/phish-april-23-1992-oz-nightclub-seattle-wa-usa.html
1992,1992-04-24,Roseland Theater,"Portland, OR",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-24.jpg,https://phish.net/setlists/phish-april-24-1992-roseland-theater-portland-or-usa.html
1992,1992-04-29,First Avenue,"Minneapolis, MN",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-04-29.jpg,https://phish.net/setlists/phish-april-29-1992-first-avenue-minneapolis-mn-usa.html
1992,1992-05-02,Cabaret Metro,"Chicago, IL",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-05-02.jpg,https://phish.net/setlists/phish-may-02-1992-cabaret-metro-chicago-il-usa.html
1992,1992-05-03,Michigan State University Union Ballroom East,"Lansing, MI",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-05-03.jpg,https://phish.net/setlists/phish-may-03-1992-michigan-state-university-union-ballroom-east-lansing-mi-usa.html
1992,1992-05-06,St. Andrew's Hall,"Detroit, MI",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-05-06.jpg,https://phish.net/setlists/phish-may-06-1992-st-andrews-hall-detroit-mi-usa.html
1992,1992-05-08,The Riviera Theatre North,"Tonawanda, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-05-08.jpg,https://phish.net/setlists/phish-may-08-1992-the-riviera-theatre-north-tonawanda-ny-usa.html
1992,1992-05-09,The Armory,"Syracuse, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-05-09.jpg,https://phish.net/setlists/phish-may-09-1992-the-syracuse-armory-syracuse-ny-usa.html
1992,1992-05-14,The Capitol Theatre,"Port Chester, NY",https://hykzrxjtkpssrfmcerky.supabase.co/storage/v1/object/public/ticket-images/1992-05-14.jpg,https://phish.net/setlists/phish-may-14-1992-the-capitol-theatre-port-chester-ny-usa.html
